Country Name,CountryCode,Indicator Name,Indicator Code,value2017,value2018,value2019,value2020,value2021
Singapore,SGP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.661435049,3.661304994,1.095672567,-4.143105621,7.613962615
